"#TAXONOMY","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV488","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"ASV489","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV490","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Shewanella"
"ASV491","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"ASV492","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Paraspirulinaceae","Spirulina DRTO-55.2"
"ASV493","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV494","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV495","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula"
"ASV496","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV497","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA
"ASV498","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Fulvimarina"
"ASV499","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV500","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Parablastomonas"
"ASV501","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas"
"ASV502","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA
"ASV503","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales",NA,NA
"ASV504","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Litorimonas"
"ASV505","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV506","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae",NA
"ASV507","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV508","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio"
"ASV509","Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae",NA
"ASV510","Bacteria","Bacteroidota","Rhodothermia","Rhodothermales","Rhodothermaceae","Rubrivirga"
"ASV511","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula"
"ASV512","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Candidatus Photodesmus"
"ASV513","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"ASV514","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"ASV515","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV516","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family",NA
"ASV517","Bacteria","Proteobacteria","Alphaproteobacteria","Kordiimonadales","Kordiimonadaceae","Kordiimonas"
"ASV518","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA
"ASV519","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus MBIC10613"
"ASV520","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"ASV521","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Neochlamydia"
"ASV522","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA
"ASV523","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV524","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas"
"ASV525","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"ASV526","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV527","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae",NA
"ASV528","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Croceicoccus"
"ASV529","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV530","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV531","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV532","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga"
"ASV533","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas"
"ASV534","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV535","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Anderseniella"
"ASV536","Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","Parvibaculaceae",NA
"ASV537","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio"
"ASV538","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV539","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Wenyingzhuangia"
"ASV540","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio"
"ASV541","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV542","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter"
"ASV543","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Psychromonadaceae","Psychromonas"
"ASV544","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"ASV545","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"ASV546","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV547","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"ASV548","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage"
"ASV549","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV550","Bacteria","WPS-2",NA,NA,NA,NA
"ASV551","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV552","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Moritellaceae","Moritella"
"ASV553","Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA
"ASV554","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae",NA
"ASV555","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas"
"ASV556","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas"
"ASV557","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula"
"ASV558","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA
"ASV559","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV560","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"ASV561","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae",NA
"ASV562","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"ASV563","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas"
"ASV564","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"ASV565","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV566","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Moritellaceae","Paramoritella"
"ASV567","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Arenibacter"
"ASV568","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV569","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA
"ASV570","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"ASV571","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Algicola"
"ASV572","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae",NA
"ASV573","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA
"ASV574","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Moritellaceae",NA
"ASV575","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV576","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"ASV577","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA
"ASV578","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV579","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV580","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA
"ASV581","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktotalea"
"ASV582","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV583","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae",NA
"ASV584","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"ASV585","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV586","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"ASV587","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV588","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV589","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV590","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"ASV591","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV592","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV593","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas"
"ASV594","Bacteria","NB1-j",NA,NA,NA,NA
"ASV595","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV596","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Marinicella"
"ASV597","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV598","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"ASV599","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Psychromonadaceae",NA
"ASV600","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV601","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV602","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter"
"ASV603","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio"
"ASV604","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV605","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV606","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV607","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae",NA
"ASV608","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas"
"ASV609","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV610","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Lentilitoribacter"
"ASV611","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Psychromonadaceae","Psychromonas"
"ASV612","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rubripirellula"
"ASV613","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae",NA
"ASV614","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Psychromonadaceae","Psychromonas"
"ASV615","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"ASV616","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA
"ASV617","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae",NA
"ASV618","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV619","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA
"ASV620","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV621","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Candidatus Berkiella"
"ASV622","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"ASV623","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga"
"ASV624","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV625","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lutaonella"
"ASV626","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"ASV627","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"ASV628","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae",NA
"ASV629","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"ASV630","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV631","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Gimesiaceae",NA
"ASV632","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA
"ASV633","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"ASV634","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV635","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA
"ASV636","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA
"ASV637","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA
"ASV638","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Aureibacillus"
"ASV639","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV640","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",NA
"ASV641","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA
"ASV642","Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA
"ASV643","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV644","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV645","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"ASV646","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"ASV647","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio"
"ASV648","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV649","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA
"ASV650","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Croceibacter"
"ASV651","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV652","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"ASV653","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV654","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA
"ASV655","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV656","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"ASV657","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"ASV658","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"ASV659","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV660","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ASV661","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV662","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV663","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV664","Bacteria","Patescibacteria","Gracilibacteria",NA,NA,NA
"ASV665","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV666","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV667","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA
"ASV668","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas"
"ASV669","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Aestuariihabitans"
"ASV670","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Snuella"
"ASV671","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"ASV672","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV673","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV674","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA
"ASV675","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella"
"ASV676","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV677","Bacteria","Latescibacterota",NA,NA,NA,NA
"ASV678","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV679","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Vadicella"
"ASV680","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales",NA,NA
"ASV681","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV682","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Aestuariibius"
"ASV683","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV684","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA
"ASV685","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Catenococcus"
"ASV686","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae",NA
"ASV687","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA
"ASV688","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Psychrosphaera"
"ASV689","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae",NA
"ASV690","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA
"ASV691","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Puniceibacterium"
"ASV692","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA
"ASV693","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas"
"ASV694","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Algisphaera"
"ASV695","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Vadicella"
"ASV696","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV697","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio"
"ASV698","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae",NA
"ASV699","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"ASV700","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"ASV701","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas"
"ASV702","Bacteria","Proteobacteria","Gammaproteobacteria","S1-3-65",NA,NA
"ASV703","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV704","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV705","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"ASV706","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA
"ASV707","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"ASV708","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV709","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"ASV710","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Jiella"
"ASV711","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantiacicella"
"ASV712","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA
"ASV713","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV714","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"ASV715","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA
"ASV716","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae",NA
"ASV717","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"ASV718","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"ASV719","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"ASV720","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae",NA
"ASV721","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"ASV722","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Candidatus Photodesmus"
"ASV723","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","C1-B045"
"ASV724","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA
"ASV725","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"ASV726","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA
"ASV727","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Parablastomonas"
"ASV728","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV729","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Parvularculaceae","Marinicaulis"
"ASV730","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"ASV731","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV732","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV733","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas"
"ASV734","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV735","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio"
"ASV736","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV737","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"ASV738","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas"
"ASV739","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"ASV740","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV741","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Postechiella"
"ASV742","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","AB1",NA
"ASV743","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
